TopSpeed_KmH,Range_Km,Efficiency_WhKm,FastCharge_KmH,RapidCharge,PowerTrain,PlugType,Formation_Energy,Above_Hull,Band_Gap,Temp,Density,Volume,HasBandstructure,Crystal_System,Discharge_Time,Decrement,Max_Voltage_Discharging,Min_Voltage_Charging,Time_constant_current,Charging_time,RUL
167,365,175,320,1,3,1,-2.927,0.091,3.508,31,2.776,391.367,1,3,1717.72,507,3.955,3.524,4400.31,8535.09,712
200,420,207,500,1,1,1,-2.474,0.094,2.173,20,3.615,169.712,1,3,1715.09,505.7142857,3.955,3.525,4400.41,8541.91,711
150,250,168,330,1,3,1,-2.391,0.094,0.005,37,2.617,455.754,0,3,1702.66,502.797,3.956,3.729,4319.03,8781.44,710
160,340,171,470,1,2,1,-2.524,0.099,0.976,22,3.031,258.368,1,3,198273.31,126577.49,4.26,3.305,76928.77,76928.77,709
157,230,170,220,1,3,1,-2.882,0.104,0.189,24,2.624,302.599,0,3,1745.86,510,3.943,3.507,5228.35,10207.33,708
190,325,222,420,1,2,1,-2.132,0.106,2.139,37,2.668,384.899,1,3,1754.11,518.1428571,3.949,3.534,4472.35,8732.03,707
160,330,191,440,1,3,1,-2.426,0.114,0,39,2.753,547.911,0,3,1755.01,522,3.95,3.532,4508.23,8689.92,706
210,335,258,540,1,1,1,-2.087,0.118,1.492,31,3.233,371.607,1,3,1754.11,521,3.952,3.531,4508.35,8716.57,705
200,325,194,440,1,1,1,-2.343,0.024,2.47,45,3.408,547.959,1,3,1751.49,522,3.953,3.531,4508.32,8732.76,704
200,375,232,450,1,1,1,-2.441,0.055,0.376,15,3.088,173.602,1,3,1747.45,517,3.954,3.531,4508.23,8684.23,703
190,400,238,480,1,1,1,-2.439,0.057,0.23,15,3.024,177.312,1,3,1744.06,517.1428571,3.955,3.531,4472.35,8720.03,702
233,450,161,940,1,1,1,-2.699,0.006,3.462,16,2.993,178.513,1,1,1741.02,515.1428571,3.955,3.531,4472.35,8684.16,701
160,270,167,250,1,2,1,-2.696,0.008,2.879,32,2.926,365.272,1,1,1736.99,510,3.955,3.532,4472.35,8719.59,700
210,400,181,620,1,1,1,-2.775,0.012,3.653,28,2.761,301.775,1,1,1733.15,509,3.955,3.532,4436.26,8680.06,699
180,360,206,560,1,2,1,-2.783,0.013,3.015,38,2.908,436.183,1,1,1730.05,508,3.954,3.531,4436.32,8656.45,698
145,170,168,190,1,2,1,-2.747,0.016,2.578,36,3.334,421.286,1,1,1725.8,507,3.954,3.532,4436.35,8626.49,697
250,610,180,620,1,1,1,-2.763,0.024,3.293,14,2.792,149.207,1,1,1722.88,506,3.953,3.532,4400.32,8615.35,696
150,190,168,220,1,3,1,-2.65,0.027,1.052,28,3.507,291.575,0,1,1719.66,504,3.953,3.534,4400.34,8600.86,695
150,275,164,420,1,3,1,-2.676,0.029,3.384,32,2.927,365.179,0,1,1715.88,502,3.953,3.533,4400.33,8584.24,694
225,310,153,650,1,2,1,-2.822,0.038,0.612,20,3.255,218.36,1,1,1712.39,500,3.952,3.533,4364.24,8601.67,693
180,400,193,540,1,1,1,-2.823,0.04,3.447,22,2.7,271.853,1,1,1708.92,499,3.952,3.533,4364.22,8562.69,692
180,370,216,440,1,1,1,-2.66,0.044,2.785,32,2.977,358.984,1,1,1704.03,496,3.951,3.534,4364.34,8572.73,691
144,220,164,230,1,3,2,-2.818,0.045,3.397,22,2.702,271.581,1,1,1702.84,495,3.951,3.535,4328.31,8549.66,690
167,400,160,380,1,3,1,-2.697,0.049,2.461,52,3.047,636.288,1,1,1699.3,494,3.95,3.535,4328.22,8534.69,689
200,450,178,650,1,2,1,-2.496,0.052,0.988,46,2.4,471.249,1,1,1696.74,493,3.95,3.536,4328.39,8543.48,688
165,250,153,210,1,3,1,-2.721,0.058,0.921,78,2.89,840.856,0,1,1692,492,3.95,3.535,4328.36,8503.56,687
160,440,175,590,1,2,1,-2.649,0.067,0.584,16,2.588,175.701,0,1,1686.52,490,3.949,3.536,4292.22,8528.7,686
260,375,223,780,1,1,1,-2.942,0.069,3.823,68,2.31,980.879,0,1,1679.59,490.8125,3.953,3.735,4207.02,8787.92,685
130,195,166,170,1,3,1,-2.712,0.073,1.262,34,2.847,429.302,1,1,1690.28,490.2857143,3.946,3.827,4184.34,8635.34,684
140,220,193,260,1,3,1,-2.769,0.077,3.188,64,2.517,929.064,0,1,1690.38,491.5714286,3.948,3.538,4292.34,8516.16,683
150,185,156,260,1,3,1,-2.782,0.078,1.497,20,3.104,228.983,1,1,816,487,3.948,3.537,4292.34,8509.84,682
150,275,164,420,1,3,1,-2.871,0.082,2.736,28,2.672,349.386,1,1,1690.05,491,3.942,3.992,1592.38,5863.71,681
217,425,171,930,1,1,1,-2.612,0.083,0,30,2.887,362.254,1,1,1693.05,492,3.947,3.536,4292.35,8504.35,680
160,290,179,230,1,2,1,-2.794,0.083,2.862,34,2.649,389.814,1,1,1690.27,492,3.947,3.535,4292.32,8493.89,679
240,425,197,850,1,1,1,-2.868,0.085,3.261,28,2.628,355.18,1,1,1687.1,490.7142857,3.947,3.535,4292.32,8471.11,678
261,435,167,910,1,1,1,-2.778,0.085,3.169,22,2.92,251.377,1,1,1684.48,488,3.947,3.535,4292.32,8495.39,677
160,420,183,560,1,2,1,-2.653,0.085,0.716,24,3.281,288.498,1,1,1681.57,487,3.946,3.536,4292.38,8507.68,676
160,350,166,490,1,2,1,-2.608,0.087,0,30,2.892,361.543,1,1,1678.66,488.1428571,3.946,3.536,4256.35,8468.26,675
180,375,200,470,1,1,1,-2.607,0.087,0.37,30,2.911,359.241,1,1,1675.59,486.8571429,3.946,3.536,4256.32,8457.44,674
150,235,161,270,1,2,1,-2.589,0.088,0.982,56,3.361,608.454,1,1,1672.64,485.008,3.945,3.536,4256.31,8457.66,673
150,250,180,380,1,3,1,-2.329,0.088,0.915,15,3.853,147.276,1,1,1669.95,482.5714286,3.945,3.537,4256.22,8432.22,672
190,280,231,450,1,1,1,-2.605,0.089,0,30,2.898,360.853,1,1,1668,485.5714286,3.946,3.537,4220.35,8462.3,671
167,370,173,350,1,3,1,-2.604,0.09,0,30,2.91,359.343,1,1,1666.59,484,3.946,3.538,4220.39,8469.16,670
135,315,165,230,1,3,1,-2.832,0.091,1.37,36,2.868,413.524,1,1,1664.35,481.2954643,3.946,3.538,4220.38,8456.25,669
210,750,267,710,1,1,1,-2.79,0.091,1.342,32,2.584,1518.85,0,1,1661.7,483,3.945,3.538,4220.33,8428.86,668
150,180,178,240,1,3,1,-2.601,0.093,0,30,3.001,348.469,1,1,1659.42,480,3.945,3.538,4220.31,8483.08,667
157,325,172,390,1,3,2,-2.439,0.095,1.291,24,3.671,208.787,1,1,1657.08,478.7142857,3.945,3.539,4184.34,8490.84,666
160,270,193,190,1,3,2,-2.82,0,2.703,20,3.287,217.186,1,1,1655.45,479,3.945,3.54,4184.38,8443.33,665
160,425,181,570,1,2,1,-2.82,0.001,2.755,40,3.309,431.516,1,1,1652.51,478,3.944,3.54,4184.31,8486.42,664
140,310,168,230,1,3,1,-2.625,0.001,3.443,32,3.067,350.466,0,1,1649.84,476.1428571,3.944,3.54,4184.33,8484.55,663
200,350,171,440,1,1,1,-2.621,0.005,3.027,16,3.073,174.862,1,1,1647.73,474,3.944,3.54,4148.34,8478.33,662
250,515,184,560,1,1,0,-2.619,0.007,3.401,32,3.005,357.648,1,1,1639.59,469.2857143,3.942,3.541,4148.31,8485.47,661
155,255,154,210,1,3,1,-2.985,0.009,3.362,32,2.43,457.962,0,1,1624.06,463.7142857,3.937,3.543,4112.36,8489.64,660
200,380,228,610,1,1,1,-2.731,0.011,3.415,28,2.81,297.609,1,1,1618.36,465.609,3.941,3.746,3997.03,8753.22,659
130,195,166,170,1,3,1,-2.61,0.012,3.026,28,2.852,360.726,1,1,1663.87,477.4285714,3.936,3.853,3896.48,8899.71,658
130,195,166,170,1,3,1,-2.608,0.014,2.967,42,2.849,1444.106,0,1,1669.12,480.8571429,3.94,3.542,4220.32,8629.47,657
167,365,175,340,1,3,1,-2.608,0.014,2.969,35,2.848,1444.706,0,1,1667.68,483,3.941,3.54,4220.32,8554.85,656
150,335,173,210,1,3,1,-2.677,0.014,2.466,16,2.616,174.413,1,1,1665.02,485.1428571,3.941,3.54,4220.32,8528,655
250,365,195,730,1,1,1,-2.722,0.02,3.442,14,2.824,148.024,1,1,1663.3,484,3.942,3.539,4220.35,8568,654
150,575,104,540,1,1,1,-2.601,0.02,2.904,28,2.873,358.057,1,1,1659.71,481,3.942,3.539,4184.26,8552.32,653
150,335,188,350,1,3,1,-2.71,0.021,3.159,38,2.978,427.934,1,1,1655.3,480,3.943,3.54,4184.32,8532.83,652
200,365,237,590,1,1,1,-2.599,0.023,0.401,14,2.87,179.222,1,1,1651.65,476,3.944,3.542,4184.36,8596.77,651
410,970,206,920,1,1,1,-2.603,0.023,3.448,32,3.028,354.961,0,1,1647.37,474,3.944,3.542,4148.32,8596.09,650
150,255,176,390,1,3,1,-2.635,0.024,3.028,36,3.463,408.228,1,1,1645.28,471.8571429,3.944,3.543,4148.32,8522.78,649
160,420,183,560,1,2,1,-2.603,0.024,2.931,16,3.06,175.643,1,1,1641.47,470.5714286,3.944,3.543,4148.38,8530.66,648
250,450,211,490,1,1,0,-2.793,0.028,3.273,20,2.602,274.334,0,1,1638.49,469.2857143,3.943,3.543,4112.35,8535.62,647
145,170,168,190,1,2,1,-2.59,0.032,2.839,28,2.843,361.8,1,1,1635.22,468,3.942,3.544,4112.35,8515.74,646
150,250,180,380,1,3,1,-2.586,0.038,1.378,30,2.921,360.017,1,1,1633.81,469.7142857,3.942,3.544,4112.31,8501.44,645
135,130,164,560,0,2,0,-2.887,0.04,3.144,52,2.69,679.101,1,1,1713.19,534.4285714,3.942,3.544,4076.31,8496.28,644
150,250,180,380,1,3,1,-2.577,0.045,3.01,14,2.366,217.361,1,1,1701.98,521,3.935,3.509,4328.36,8766.88,643
261,505,188,550,1,1,0,-2.879,0.049,3.186,52,2.656,687.841,1,1,1695.58,518,3.932,3.513,4292.36,8792.73,642
135,255,161,230,1,3,1,-2.572,0.05,3.028,84,2.857,1080.318,0,1,1601.7,454.7142857,3.934,3.516,4256.34,8798.75,641
241,410,177,900,1,1,1,-2.598,0.051,3.159,52,3.149,619.645,1,1,1608.06,456.8571429,3.937,3.553,4004.33,8423.36,640
160,440,198,520,1,3,1,-2.598,0.051,2.01,48,2.911,654.481,1,1,1607.22,456,3.938,3.55,4004.34,8407.7,639
200,365,232,340,1,1,1,-2.571,0.051,3.042,84,2.872,1074.67,0,1,1607.33,457.1428571,3.938,3.551,4004.31,8415.2,638
180,450,200,430,1,2,1,-2.754,0.051,3.222,22,2.758,267.162,1,1,1603.48,455,3.937,3.552,4004.36,8416.61,637
250,425,197,890,1,1,1,-2.57,0.052,2.899,14,2.719,189.186,1,1,1596.38,450,3.936,3.551,4004.33,8413.31,636
123,190,200,190,1,3,1,-2.476,0.055,1.715,46,2.399,472.581,1,1,1556.32,435.8571429,3.924,3.977,1700.38,6649.82,634
190,460,261,710,1,1,1,-2.566,0.055,2.955,14,2.644,194.528,1,1,1562.34,439.2857143,3.928,3.559,3824.32,8399.42,633
130,160,194,710,0,3,0,-2.748,0.058,3.392,22,2.878,256.015,1,1,1561.7,440.5714286,3.93,3.557,3860.32,8387.65,632
180,430,209,410,1,1,1,-2.868,0.059,3.215,26,2.59,352.651,1,1,1559.65,440.5714286,3.93,3.557,3860.32,8376.9,631
160,230,165,260,1,2,1,-2.562,0.059,2.871,28,2.843,361.839,1,1,1557.5,437.5714286,3.93,3.559,3860.41,8363.71,630
160,400,193,540,1,1,1,-2.564,0.06,1.331,30,3.026,347.513,1,1,1555.43,437.4812857,3.929,3.559,3824.35,8342.34,629
250,385,217,770,1,1,1,-2.564,0.06,1.684,30,2.741,383.694,1,1,1552.84,438,3.93,3.558,3824.23,8360.74,628
190,390,244,460,1,1,1,-2.324,0.06,1.646,32,3.782,287.056,1,1,1550.21,435,3.929,3.559,3824.35,8356.8,627
140,225,156,270,1,3,1,-2.561,0.061,2.724,28,2.895,355.354,1,1,1546.82,431.6,3.929,3.559,3824.32,8348.73,626
155,235,167,230,1,3,1,-2.56,0.062,2.587,14,2.947,174.534,1,1,1544.22,432.4285714,3.929,3.56,3824.32,8334.75,625
180,410,188,550,1,1,1,-2.562,0.062,1.511,30,2.991,351.593,1,1,1541.98,431.1428571,3.928,3.561,3788.35,8351.3,624
130,95,176,550,0,2,0,-2.56,0.062,2.727,28,2.889,356.057,1,1,1540.41,431.6571429,3.928,3.561,3788.32,8370.95,623
180,340,206,360,1,1,1,-2.913,0.062,3.661,68,2.417,940.148,0,1,1539.17,429.8571429,3.928,3.561,3788.26,8309.02,622
260,390,215,810,1,1,1,-2.955,0.063,3.031,31,2.711,400.68,1,1,1537.34,430.9714286,3.928,3.561,3788.32,8343.52,621
160,340,171,470,1,2,1,-2.561,0.063,1.259,30,2.943,357.383,0,1,1534.69,430.2857143,3.927,3.561,3788.34,8316.52,620
250,440,216,480,1,1,0,-2.555,0.066,2.576,28,3.068,335.324,1,1,1532.76,427.8857143,3.926,3.561,3752.34,8323.42,619
130,100,167,480,0,2,0,-2.553,0.068,2.736,84,2.499,1234.971,0,1,1530.36,427.2,3.926,3.562,3752.36,8323.55,618
180,360,194,380,1,2,1,-2.556,0.069,1.923,30,2.891,363.781,1,1,1527.39,426.5142857,3.926,3.563,3752.48,8324.34,617
140,330,273,290,1,3,1,-2.553,0.069,2.164,56,3.289,625.575,1,1,1525.56,426.4285714,3.926,3.563,3752.36,8323.17,616
150,250,168,330,1,3,1,-2.84,0.069,3.081,28,2.665,351.384,1,1,1524.03,426.4285714,3.925,3.563,3716.34,8335.86,615
180,390,256,740,1,2,1,-2.696,0.072,3.017,64,2.611,899.949,0,1,1521.86,425.8285714,3.925,3.563,3716.33,8328.88,614
190,295,219,470,1,1,1,-2.553,0.073,2.649,32,2.877,373.622,1,1,1521.52,424.5,3.925,3.563,3716.36,8338.98,613
180,400,193,540,1,1,1,-2.898,0.077,3.171,68,2.518,902.44,1,1,1513.47,423.7714286,3.924,3.565,3716.24,8327.66,612
160,320,181,440,1,2,1,-2.409,0.078,1.658,24,3.692,208.83,1,1,1504.5,428.422,3.925,3.769,3584,8702.22,611
210,320,270,510,1,1,1,-2.827,0.081,2.614,28,2.719,344.39,1,1,197086.37,4280.01,4.252,3.317,73933.54,73933.54,610
130,95,176,320,0,2,0,-2.758,0.082,3.073,34,2.702,383.352,1,1,1563.9,439.7142857,3.914,3.544,4832.29,10809.47,609
167,365,175,320,1,3,1,-2.257,0.083,1.476,15,3.942,145.111,1,1,1575.39,445.2857143,3.921,3.574,3860.32,8592.19,608
200,420,207,500,1,1,1,-2.528,0.094,2.351,28,3.058,336.427,1,1,1579.58,448.1142857,3.925,3.57,3896.38,8556.13,607
150,250,168,330,1,3,1,-2.89,0.095,0.332,48,2.555,621.599,1,1,1578.24,448,3.927,3.569,3896.35,8613.15,606
160,340,171,470,1,2,1,-2.785,0.098,0.03,36,2.788,426.538,0,1,1574.72,441.8571429,3.928,3.568,3896.32,8588.87,605
157,230,170,220,1,3,1,-2.876,0.109,0.264,48,2.309,687.797,1,1,1571.01,440.5714286,3.929,3.586,3896.22,8621.44,604
190,325,222,420,1,2,1,-2.423,0.117,2.528,78,2.474,1219.453,0,1,1565.6,437.4857143,3.928,3.567,3930.73,8568.04,603
160,330,191,440,1,3,1,-2.537,0,2.957,16,3.216,170.265,1,1,1562.43,437.969,3.928,3.569,3860.32,8510.4,602
210,335,258,540,1,1,1,-2.523,0.014,2.934,16,3.201,171.08,1,1,1557.6,436.7142857,3.928,3.567,3860.35,8486.31,601
200,325,194,440,1,1,1,-2.516,0.02,2.769,32,3.15,347.706,1,1,1552.1,434.1428571,3.927,3.568,3824.38,8473.3,600
200,375,232,450,1,1,1,-2.515,0.021,2.827,32,3.108,352.365,1,1,1547.71,432.8571429,3.926,3.568,3824.35,8458.34,599
190,400,238,480,1,1,1,-2.51,0.027,2.457,16,3.088,177.349,1,1,1543.55,431.5714286,3.926,3.568,3788.32,8427.45,598
233,450,161,940,1,1,1,-2.617,0.038,2.876,38,3.078,420.615,1,1,1540.19,430.2857143,3.926,3.569,3788.38,8404.95,597
160,270,167,250,1,2,1,-2.495,0.042,2.684,32,3.13,349.97,1,1,1535.81,429,3.925,3.569,3790.45,8386.56,596
210,400,181,620,1,1,1,-2.452,0.043,0,30,3.115,344.253,1,1,1531.91,427.7142857,3.925,3.569,3752.36,8358.17,595
180,360,206,560,1,2,1,-2.478,0.047,2.825,52,3.322,599.601,1,1,1527.89,426.4285714,3.924,3.569,3752.36,8363.26,594
145,170,168,190,1,2,1,-2.444,0.048,1.941,46,2.409,474.87,1,1,1631.36,486,3.924,3.57,3716.34,8349.98,593
250,610,180,620,1,1,1,-2.638,0.052,1.711,20,2.745,263.753,1,1,1613.38,477,3.916,3.533,4040.31,8745.86,592
150,190,168,220,1,3,1,-2.687,0.053,3.233,22,2.861,261.142,1,1,1606.49,477,3.913,3.54,3968.39,8731.81,591
150,275,164,420,1,3,1,-2.438,0.057,0.315,30,3.035,353.345,0,1,1601.89,473.5714286,3.913,3.541,3968.34,8700.41,590
225,310,153,650,1,2,1,-2.632,0.058,1.238,20,3.405,212.692,1,1,1598.28,474,3.912,3.541,3932.36,8682.44,589
180,400,193,540,1,1,1,-2.436,0.059,0.35,30,3.052,351.323,0,1,1595.55,472.7142857,3.912,3.542,3932.33,8650.72,588
180,370,216,440,1,1,1,-2.376,0.06,1.281,42,2.998,1399.85,0,1,1589.25,468,3.909,3.543,3932.34,8686.72,587
144,220,164,230,1,3,2,-2.433,0.063,0.541,30,3.092,346.722,1,1,1569.31,473.985,3.903,3.744,3794.01,9093.38,586
167,400,160,380,1,3,1,-2.372,0.063,1.468,28,2.961,354.341,1,1,1587.41,467,3.902,3.857,3752.28,8879.88,585
200,450,178,650,1,2,1,-2.372,0.064,1.373,14,2.964,176.961,1,1,1592.53,468.8571429,3.907,3.547,3896.31,8725.09,584
165,250,153,210,1,3,1,-2.431,0.064,0.022,30,3.032,353.617,1,1,1592.19,470.1428571,3.908,3.544,3932.34,8712.28,583
160,440,175,590,1,2,1,-2.369,0.066,1.374,28,3.015,347.967,1,1,1590.53,468,3.909,3.544,3932.31,8689.56,582
260,375,223,780,1,1,1,-2.369,0.067,1.59,14,2.998,174.957,1,1,1588.16,468,3.908,3.544,3932.34,8670.47,581
130,195,166,170,1,3,1,-2.598,0.069,2.727,64,2.739,872.856,1,1,1585.41,466,3.908,3.544,3896.31,8649.28,580
140,220,193,260,1,3,1,-2.669,0.072,2.883,22,2.947,253.565,1,1,1583.12,466.2857143,3.907,3.544,3896.31,8671.56,579
150,185,156,260,1,3,1,-2.858,0.075,3.254,68,2.429,943.786,0,1,1581.38,465,3.907,3.545,3896.34,8694.19,578
150,275,164,420,1,3,1,-2.418,0.078,0.147,30,3.003,357.078,1,1,1578.88,466.7142857,3.907,3.544,3896.31,8668.19,577
217,425,171,930,1,1,1,-2.357,0.079,1.434,14,2.952,177.732,1,1,1577.19,463.9741667,3.907,3.545,3860.38,8688.12,576
160,290,179,230,1,2,1,-2.352,0.083,1.403,84,3.017,1043.295,0,1,1575.22,465.4285714,3.907,3.545,3860.38,8690.44,575
240,425,197,850,1,1,1,-2.772,0.085,3.159,28,2.771,341.661,1,1,1572.84,462.4285714,3.906,3.546,3860.34,8692.59,574
261,435,167,910,1,1,1,-2.349,0.086,1.474,14,3.096,169.421,1,1,1570.78,464.1428571,3.906,3.545,3860.34,8680.94,573
160,420,183,560,1,2,1,-2.539,0.089,0.724,36,2.914,436.508,1,1,1568.59,462,3.906,3.546,3860.34,8692.09,572
160,350,166,490,1,2,1,-2.347,0.089,1.494,84,2.999,1049.613,0,1,1566.31,459.8571429,3.905,3.546,3824.34,8684.34,571
180,375,200,470,1,1,1,-2.842,0.091,2.499,68,2.564,894.099,0,1,1564.06,458.5714286,3.904,3.546,3824.34,8694.28,570
150,235,161,270,1,2,1,-2.706,0.092,2.938,34,2.754,379.735,1,1,1561.94,460,3.905,3.547,3824.25,8679.97,569
150,250,180,380,1,3,1,-2.341,0.095,0.892,28,3.84,273.243,1,1,1560,457.2857143,3.904,3.547,3824.28,8660.94,568
190,280,231,450,1,1,1,-2.338,0.098,1.255,28,3.019,347.495,0,1,1558.62,459,3.904,3.547,3824.31,8662.94,567
167,370,173,350,1,3,1,-2.338,0.098,1.386,14,2.841,184.681,1,1,1557.16,456,3.903,3.547,3788.25,8684.25,566
135,315,165,230,1,3,1,-2.396,0.099,0.637,15,2.931,182.928,1,1,1555.38,457.7142857,3.903,3.548,3788.22,8668.72,565
210,750,267,710,1,1,1,-2.333,0.102,1.266,14,2.884,181.921,1,1,1549.97,455.1428571,3.902,3.548,3788.34,8682.62,564
150,180,178,240,1,3,1,-2.301,0.103,0.235,38,2.838,431.503,1,1,1532.94,447.8571429,3.896,3.55,3752.38,8659.81,563
157,325,172,390,1,3,2,-2.332,0.104,1.552,14,2.724,192.593,1,1,1519.5,458.437,3.892,3.756,3598,9094.94,562
160,270,193,190,1,3,2,-2.705,0,3.052,16,3.039,175.842,1,2,1548.69,456.4285714,3.891,3.865,7667,9212.06,561
160,425,181,570,1,2,1,-2.705,0,3.07,32,3.013,354.747,1,2,1550.75,456.8571429,3.899,3.553,3752.25,8658.88,560
140,310,168,230,1,3,1,-2.695,0.01,2.882,32,2.97,359.824,1,2,1549.38,455.1428571,3.901,3.551,3788.31,8648.31,559
200,350,171,440,1,1,1,-2.694,0.011,2.88,32,2.957,361.437,1,2,1546.62,453.8571429,3.9,3.551,3752.38,8675.56,558
250,515,184,560,1,1,0,-2.694,0.011,2.965,32,2.926,365.204,1,2,1543.88,452.5714286,3.9,3.551,3752.31,8663.62,557
155,255,154,210,1,3,1,-2.691,0.014,2.962,16,2.882,185.391,1,2,1544.12,450.8571429,3.901,3.552,3752.25,8676.31,556
200,380,228,610,1,1,1,-2.849,0.014,3.487,22,2.74,267.86,1,2,1540.25,451,3.9,3.55,3752.38,8677.88,555
130,195,166,170,1,3,1,-2.685,0.019,2.823,32,2.997,356.585,1,2,1538,448.2857143,3.9,3.551,3752.25,8664.44,554
130,195,166,170,1,3,1,-2.712,0.033,2.869,26,3.3,293.746,1,2,1537.94,449.5714286,3.901,3.551,3716.31,8656.69,553
167,365,175,340,1,3,1,-2.824,0.036,0.037,80,3.343,850.626,0,2,1535.44,448.2857143,3.9,3.553,3716.44,8642.88,552
150,335,173,210,1,3,1,-2.632,0.046,0.99,28,3.598,284.227,1,2,1533.31,447,3.901,3.553,3716.38,8664.81,551
250,365,195,730,1,1,1,-2.972,0.051,1.369,40,2.603,1235.941,0,2,1530.06,445.7142857,3.9,3.553,3716.31,8633.94,550
150,575,104,540,1,1,1,-2.626,0.052,0,14,3.609,141.676,1,2,1528.12,447.4285714,3.9,3.554,3716.38,8646.75,549
150,335,188,350,1,3,1,-2.623,0.054,0.11,84,3.55,864.216,0,2,1524,444.4285714,3.899,3.553,3680.38,8635,548
200,365,237,590,1,1,1,-2.65,0.054,2.852,64,2.8,763.324,1,2,1525.5,444.4285714,3.899,3.555,3680.44,8656.62,547
410,970,206,920,1,1,1,-2.95,0.055,3.376,20,2.634,1342.122,0,2,1523.56,444.3428571,3.899,3.554,3680.31,8624.25,546
150,255,176,390,1,3,1,-2.968,0.055,1.154,50,2.76,1165.318,0,2,1521.69,443.1428571,3.899,3.554,3680.31,8628,545
160,420,183,560,1,2,1,-2.757,0.059,1.363,35,3.047,998.5,0,2,1519.31,441.8571429,3.898,3.555,3680.38,8612.06,544
250,450,211,490,1,1,0,-2.802,0.061,3.072,66,2.661,827.376,1,2,1517.19,441.8571429,3.898,3.555,3680.5,8623,543
145,170,168,190,1,2,1,-2.779,0.067,3.077,64,3.034,770.62,1,2,1514.31,440.5714286,3.897,3.555,3644.19,8650.69,542
150,250,180,380,1,3,1,-2.709,0.069,1.472,52,2.895,559.694,1,2,1510,438,3.897,3.555,3644.38,8614.06,541
135,130,164,560,0,2,0,-2.791,0.072,2.607,66,2.933,750.79,1,2,1499.31,436,3.892,3.557,3644.38,8612.44,540
150,250,180,380,1,3,1,-2.939,0.073,3.783,68,2.29,989.646,0,2,1489.62,432.8571429,3.888,3.559,3572.38,8621.19,539
261,505,188,550,1,1,0,-2.603,0.074,1.059,28,3.325,307.52,1,2,1485.62,447.5625,3.887,3.763,3458.06,9041.62,538
135,255,161,230,1,3,1,-2.762,0.076,1.527,84,2.856,1123.305,0,2,1509.31,440.1428571,3.892,3.872,3464.25,8824.94,537
241,410,177,900,1,1,1,-2.529,0.077,0.235,40,2.798,436.412,1,2,1510.44,438.5052857,3.894,3.559,3644.31,8673.69,536
160,440,198,520,1,3,1,-2.784,0.079,2.76,66,2.933,750.671,1,2,1508.38,438.4285714,3.894,3.558,3644.38,8588.81,535
200,365,232,340,1,1,1,-2.666,0.079,2.696,26,2.944,329.286,1,2,1505.31,438,3.893,3.559,3644.25,8609.81,534
180,450,200,430,1,2,1,-2.78,0.08,1.2,80,3.306,860.04,1,2,1500,435.8571429,3.893,3.56,3608.38,8558.06,533
250,425,197,890,1,1,1,-2.595,0.082,1.267,56,2.994,683.102,1,2,1501.44,435.7714286,3.893,3.56,3608.31,8623.31,532
123,190,200,190,1,3,1,-2.764,0.083,3.248,64,2.436,959.619,0,2,1499.69,437,3.892,3.56,3608.31,8604,531
190,460,261,710,1,1,1,-2.591,0.087,1.569,28,2.988,342.286,1,2,1497.12,435.0857143,3.892,3.559,3608.38,8607.44,530
130,160,194,710,0,3,0,-2.481,0.088,0.889,60,3.573,602.169,1,2,1496.81,433.3714286,3.893,3.56,3608.38,8605,529
180,430,209,410,1,1,1,-2.584,0.093,0,14,3.855,132.65,1,2,1496.31,432,3.893,3.56,3608.31,8641.25,528
160,230,165,260,1,2,1,-2.581,0.097,0.903,14,3.739,136.74,1,2,1495.88,434.8,3.893,3.561,3608.38,8645.88,527
160,400,193,540,1,1,1,-2.626,0,3.121,32,3.094,347.336,1,2,1494.94,432,3.893,3.559,3572.31,8647.69,526
250,385,217,770,1,1,1,-2.626,0.001,3.124,16,3.123,172.094,1,2,1493.56,433.2857143,3.892,3.56,3572.31,8640.12,525
190,390,244,460,1,1,1,-2.818,0.003,2.745,80,3.333,856.726,1,2,1492.44,433.2857143,3.893,3.561,3572.31,8679.69,524
140,225,156,270,1,3,1,-2.621,0.005,2.993,32,3.065,350.604,1,2,1489.81,432,3.893,3.56,3572.44,8649.12,523
155,235,167,230,1,3,1,-2.621,0.005,3.089,32,3.049,352.518,1,2,1487.94,432,3.893,3.562,3572.25,8670.56,522
180,410,188,550,1,1,1,-2.56,0.008,2.314,40,2.831,433.391,1,2,1485.75,429,3.892,3.561,3572.19,8682.44,521
130,95,176,550,0,2,0,-2.618,0.009,2.946,32,3.01,357.063,1,2,1482.75,427.7142857,3.892,3.563,3536.5,8634.94,520
180,340,206,360,1,1,1,-2.611,0.01,2.3,28,3.563,288.72,1,2,1480.75,428.2285714,3.892,3.562,3536.25,8645.5,519
260,390,215,810,1,1,1,-2.81,0.011,3.023,10,2.523,141.451,1,2,1478.25,427.5428571,3.891,3.562,3536.38,8668.62,518
160,340,171,470,1,2,1,-2.615,0.011,2.965,16,2.948,182.303,1,2,1467.62,424.7142857,3.887,3.563,3536.5,8640,517
250,440,216,480,1,1,0,-2.613,0.014,2.924,32,3.07,350.111,1,2,1455.38,420,3.882,3.566,3500.25,8609.75,516
130,100,167,480,0,2,0,-2.791,0.015,3.314,22,2.807,262.576,1,2,1449.88,418.5,3.88,3.568,3428.38,8606.75,515
